daren,your,you,more,hanks,to,thank,ect,ii,hou,subject,and,http,gas,attached,ali,hpl,enron,forwarded,farmer,of,aren,a,forward,soft,meter,thanks,Prediction
0,5,7,0,0,88,0,13,2,4,0,69,0,0,0,5,0,0,0,0,57,0,843,2,0,0,0,1
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,4,3,1,0,0,0,11,1,0,0,0,0
0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,1
0,1,1,0,0,10,0,1,0,1,0,3,0,0,0,0,0,0,0,0,4,0,85,2,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,25,0,0,3,0,0
0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,22,0,0,1,0,0
0,2,3,0,0,3,0,1,0,1,0,4,0,0,0,2,0,0,0,0,0,0,58,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,0
0,1,3,1,0,9,0,2,0,0,0,6,0,0,0,0,0,0,0,0,5,0,74,2,0,0,0,0
0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0
0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,66,0,0,0,0,1
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
3,0,0,0,0,2,0,18,0,8,2,2,0,4,0,0,0,22,1,3,1,3,59,1,0,0,0,0
0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,18,0,0,0,0,0
0,0,2,0,0,16,0,7,0,0,0,9,0,0,0,4,0,0,0,0,1,0,194,0,0,0,0,1
0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,4,3,1,0,0,0,15,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,2,3,1,0,0,0,9,1,0,0,0,0
0,0,0,0,1,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,34,0,0,0,1,0
0,0,1,1,0,6,0,6,0,3,1,1,0,0,0,0,1,0,1,0,2,0,30,1,0,0,0,0
0,8,17,0,0,6,1,1,0,1,0,4,0,0,0,0,0,1,0,0,3,0,52,0,0,0,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,3,1,0,0,0,7,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,19,0,0,1,1,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,2,3,1,0,0,0,15,1,0,0,0,0
0,1,7,0,1,9,1,4,0,1,0,2,0,0,0,0,0,0,0,0,3,0,50,0,0,0,1,0
0,0,0,0,0,4,0,9,0,4,1,1,0,0,0,0,1,8,1,0,1,0,16,1,0,0,0,0
0,8,15,2,0,67,0,16,0,3,0,21,0,3,0,8,0,0,0,0,29,0,412,0,0,0,0,1
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,2,3,1,0,0,0,9,1,0,0,0,0
1,0,0,0,1,7,1,10,0,4,1,1,0,0,0,0,0,0,0,1,2,1,41,0,0,2,1,0
0,0,1,0,0,2,0,9,0,3,1,0,0,0,0,0,0,2,1,0,0,0,20,1,0,1,0,0
0,0,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0
0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1
0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0,0,4,0,1,3,1,9,0,3,2,2,0,0,0,0,0,0,1,0,1,0,41,1,0,0,1,0
0,0,0,0,0,5,0,1,0,0,0,4,0,0,0,0,1,0,0,0,2,0,42,0,0,0,0,0
0,1,5,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
0,0,0,0,0,2,0,2,0,0,1,0,0,0,1,0,2,3,1,0,0,0,9,1,0,0,0,0
0,0,0,0,0,2,0,3,0,0,2,0,0,0,2,0,2,6,2,0,0,0,26,2,0,0,0,0
0,0,4,0,0,14,0,5,0,3,0,5,0,0,0,6,0,0,0,0,7,0,119,0,0,0,0,1
0,1,3,0,0,6,0,1,0,0,0,1,1,0,0,2,0,0,0,0,2,0,46,0,0,0,0,1
0,0,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
0,0,0,0,0,4,0,33,0,15,1,0,0,0,1,0,0,5,1,0,0,0,40,1,0,0,0,0
0,1,10,0,1,7,1,11,0,3,2,4,0,0,0,0,0,0,1,0,2,0,59,1,0,0,1,0
3,0,1,0,0,6,0,18,0,9,2,6,0,0,1,0,0,0,1,1,1,3,70,1,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0
1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,0,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1,1,7,0,0,7,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,43,0,0,0,0,0
0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0
0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,0,0,0,0,0
2,0,1,0,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,22,0,0,3,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,0,0,0,0,3,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,11,0,0,0,0,0
0,0,0,0,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,37,0,0,1,1,0
0,1,3,1,0,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,0,17,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,43,0,6,0,1,0,54,0,2,0,8,0,28,0,0,29,0,340,0,1,0,0,0
0,0,0,2,0,13,0,6,0,1,0,24,0,2,0,0,0,10,0,0,17,0,220,0,0,0,0,0
0,0,0,0,0,10,0,7,0,1,0,15,0,2,0,1,0,7,0,0,16,0,132,0,0,0,0,0
0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,3,0,2,0,0,1,0,0,0,1,0,2,3,1,0,0,0,11,1,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0
1,0,2,1,1,4,2,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,23,0,0,0,1,0
1,1,8,0,1,5,1,2,0,0,0,3,0,0,0,0,0,0,0,0,1,1,34,0,0,0,1,0
1,1,4,0,1,7,1,5,0,2,1,2,0,0,0,1,0,0,1,0,1,1,54,1,0,4,1,0
0,0,0,0,0,4,0,3,0,0,1,1,0,0,0,0,1,2,0,1,0,0,25,0,0,0,0,0
0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0
0,1,2,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,46,0,0,0,0,0
0,1,5,0,0,12,1,4,0,0,3,6,1,0,0,0,0,0,0,0,6,0,187,0,0,0,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,2,3,1,0,0,0,9,1,0,0,0,0
0,0,2,0,0,10,0,3,0,0,0,8,0,0,0,2,0,0,0,0,2,0,189,0,0,1,0,1
0,1,3,0,0,6,0,1,0,0,0,1,1,0,0,3,0,0,0,0,2,0,56,0,0,0,0,1
0,4,4,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,1
0,0,0,0,0,3,0,2,0,0,1,0,0,0,1,0,2,3,1,0,0,0,11,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,14,0,0,0,0,1
0,4,9,1,0,4,0,2,0,1,0,2,0,0,0,0,0,0,0,0,6,0,33,0,1,0,0,1
1,0,1,0,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28,0,0,2,1,0
1,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1,0,0,1,0
0,1,3,0,0,4,0,1,0,0,0,3,0,0,0,1,0,0,0,0,2,0,32,0,0,1,0,0
0,2,4,0,0,2,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
1,1,6,0,0,6,0,8,0,3,1,3,0,0,0,1,0,2,1,1,5,1,58,1,0,6,0,0
0,2,3,1,0,3,0,1,1,0,0,2,1,0,0,0,0,0,0,0,4,0,29,0,0,0,0,1
1,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,16,0,0,1,1,0
2,1,7,0,0,7,0,17,0,7,2,7,0,0,0,1,2,4,1,2,5,2,74,1,0,10,0,0
0,1,1,0,0,6,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,1
0,0,1,0,1,15,1,2,0,0,0,4,0,0,0,0,3,0,0,0,1,0,56,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,28,0,0,0,0,1
0,0,5,0,0,12,0,2,0,0,0,18,0,0,0,1,0,0,0,0,2,0,82,0,0,0,0,0
1,1,3,0,0,4,0,2,0,1,1,2,1,0,0,0,0,0,2,0,6,1,22,2,1,0,0,0
0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,1,0,0,1
1,13,31,0,0,17,1,3,0,0,1,2,2,0,0,0,0,0,2,0,11,1,103,2,5,0,0,0
0,5,19,0,0,14,0,5,0,0,1,4,2,0,0,0,0,0,2,0,12,0,89,2,4,0,0,0
3,0,3,0,0,3,0,3,0,1,1,1,0,0,0,0,0,1,0,2,0,3,32,0,0,0,0,0
1,0,3,0,2,10,2,32,0,14,1,2,0,0,0,1,0,2,1,1,2,1,115,1,0,0,2,0
0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,1
0,1,2,0,1,2,1,3,0,0,1,2,0,0,1,0,0,0,0,0,2,0,27,1,0,0,1,0
0,0,0,0,0,1,0,2,0,0,1,2,0,0,1,0,0,3,1,0,0,0,15,1,0,0,0,0
1,4,22,4,0,38,0,3,0,3,0,10,0,0,0,0,0,0,0,0,11,1,125,2,0,0,0,0
0,0,0,0,0,24,0,9,0,3,0,39,0,11,0,5,0,9,0,0,14,0,355,0,1,0,0,0
0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1
0,0,0,0,0,4,0,2,0,1,0,2,0,0,0,1,0,0,0,0,4,0,28,0,0,0,0,0
0,0,2,0,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0,0,2,0,0,2,0,7,0,3,1,0,0,0,1,0,0,0,1,0,1,0,22,1,0,0,0,0
0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
0,4,7,4,0,14,0,3,1,1,0,6,10,1,0,2,0,0,0,0,2,0,123,0,0,0,0,1
0,0,1,0,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,1,0
0,3,7,0,0,2,1,2,0,0,0,3,0,0,0,3,0,0,0,0,1,0,29,0,0,0,0,1
0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1,0
0,1,1,0,0,4,0,7,0,1,1,3,0,0,1,0,0,0,1,0,9,0,45,1,0,0,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,2,1,0,0,0,7,1,0,0,0,0
0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,12,0,0,0,0,0
0,1,4,0,1,2,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,17,0,0,0,1,1
0,1,5,0,0,5,0,2,0,0,0,11,0,0,0,2,0,5,0,0,2,0,80,1,0,0,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,2,1,1,0,0,0,9,1,0,0,0,0
0,2,3,0,0,31,0,6,1,3,1,19,3,0,0,1,0,0,0,0,27,0,236,4,0,0,0,1
0,0,1,0,1,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,4,0,47,0,0,1,1,0
0,0,0,0,0,6,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,49,0,0,7,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,7,1,0,0,0,0
0,0,1,0,1,1,1,2,0,3,0,1,0,0,0,0,3,0,0,0,0,0,21,0,0,5,1,0
0,0,0,0,0,9,0,3,0,2,0,6,0,5,0,2,3,6,0,0,1,0,87,1,0,0,0,0
0,2,3,1,0,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0,1
1,0,3,0,2,2,2,7,0,2,2,0,0,1,0,0,0,0,0,1,0,1,56,0,0,5,2,0
0,0,1,0,0,1,0,2,0,0,1,0,0,3,0,0,0,3,0,1,0,0,19,0,0,0,0,0
2,0,1,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,18,0,0,3,0,0
0,0,0,0,0,2,0,1,2,0,0,1,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,1
0,0,1,3,0,9,0,1,0,0,0,5,0,1,0,0,0,0,0,0,2,0,98,0,0,0,0,1
0,0,1,0,0,2,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,45,3,0,5,0,0
0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,17,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,2,0,0,3,0,37,0,18,1,1,0,0,0,0,0,0,1,0,3,0,76,1,0,0,0,0
0,0,0,0,0,2,0,2,0,1,0,5,0,0,0,0,0,0,0,0,1,0,61,0,0,0,0,0
0,2,10,1,0,7,0,4,0,1,1,11,0,0,0,0,0,0,0,0,2,0,108,0,0,0,0,1
0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,1,1,0,0,11,0,6,1,0,0,2,0,1,0,1,0,0,0,0,0,0,188,0,0,1,0,1
0,0,4,0,1,14,0,3,0,0,1,5,0,1,0,0,2,3,1,0,5,0,92,1,0,0,0,0
0,1,2,5,0,34,0,11,0,4,1,45,6,0,0,2,0,0,0,0,36,0,373,0,0,0,0,1
0,4,6,1,0,14,0,3,0,0,1,7,4,0,0,29,0,0,0,0,6,0,291,0,0,0,0,1
0,0,0,0,0,5,0,2,0,0,1,0,0,0,1,0,2,1,1,0,0,0,13,1,0,0,0,0
0,0,1,0,1,9,1,16,0,7,2,1,0,0,0,3,0,0,2,0,4,0,63,2,0,0,1,0
1,0,2,0,0,5,0,7,0,4,1,0,0,0,0,1,0,2,1,0,1,1,27,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
0,0,2,0,0,6,0,2,0,0,0,4,0,1,0,0,1,0,0,0,1,0,20,0,0,0,0,0
0,0,1,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,15,0,0,0,0,1
0,1,3,0,0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,2,1,1,0,0,0,13,1,0,0,0,0
0,1,3,1,0,28,0,10,0,6,0,20,1,3,0,3,0,0,0,0,3,2,569,0,0,2,0,1
3,0,2,0,1,7,1,13,0,7,2,0,0,0,0,1,0,2,2,1,1,3,40,2,0,0,1,0
0,0,4,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,42,0,0,0,0,0
0,0,0,0,0,5,0,5,0,2,1,1,0,1,0,0,0,0,1,0,0,0,35,1,0,0,0,0
0,0,3,1,0,28,0,2,0,4,0,14,0,0,0,2,0,1,0,0,5,0,132,1,0,0,0,0
1,0,2,0,1,6,1,15,0,7,1,0,0,4,0,0,0,2,1,1,6,1,83,1,0,1,1,0
0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,44,0,1,0,0,1
1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,0,3,1,0
1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,0,2,1,0
5,1,8,0,1,25,1,19,0,14,3,10,0,3,0,1,0,4,1,2,7,6,183,1,0,3,1,0
0,0,16,2,0,8,0,2,0,2,0,6,0,0,0,0,0,0,0,0,4,0,125,0,1,0,0,0
0,11,42,4,0,111,0,8,0,5,0,83,0,3,0,2,0,0,0,0,77,2,951,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,2,2,1,0,0,0,9,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,1,6,1,4,0,1,2,6,0,0,0,0,0,0,0,1,2,0,60,1,0,0,1,0
0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1
0,0,1,0,6,7,3,20,0,9,2,0,0,0,0,0,0,5,2,0,0,0,58,2,0,7,3,0
2,0,1,0,0,3,0,1,0,1,0,2,0,0,0,0,0,1,0,1,1,2,46,0,0,0,0,0
0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,12,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,4,0,8,0,4,1,0,0,1,0,0,2,0,1,0,1,0,16,1,0,0,0,0
1,0,1,0,0,1,0,9,0,4,1,1,0,4,0,0,0,0,1,0,3,1,42,1,0,6,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
0,0,2,2,1,3,1,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,23,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0
15,5,12,0,7,37,7,92,0,38,11,16,0,1,0,0,14,0,3,5,5,22,376,12,0,15,7,0
0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0
2,0,4,2,1,11,1,11,0,4,2,4,0,1,0,0,0,3,2,1,2,2,50,2,0,3,1,0
0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0
0,2,12,4,0,6,0,1,0,0,0,2,1,0,0,0,0,0,0,0,4,0,61,0,0,0,0,1
0,0,0,1,0,4,0,3,1,2,0,4,0,0,0,4,0,0,0,0,2,0,55,0,0,0,0,1
1,1,6,1,1,15,1,2,0,0,0,8,0,0,0,2,0,0,0,0,9,1,84,0,0,0,1,0
0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,2,0,33,0,0,0,0,1
1,0,2,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,1,1,0
0,0,1,0,1,2,1,2,0,1,0,0,0,2,0,0,0,0,0,0,3,0,22,0,0,4,1,0
0,0,0,0,0,7,0,2,0,1,0,2,0,0,4,0,2,0,0,0,1,0,57,0,0,8,0,0
0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0,8,0,2,0,0,0,4,0,0,0,0,0,0,0,0,17,0,58,0,8,0,0,1
0,0,0,0,1,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,19,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
3,0,5,0,2,9,2,7,0,2,2,1,0,1,0,0,0,0,0,2,0,3,40,1,0,0,2,0
1,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,25,0,0,0,0,0
0,0,0,0,0,3,0,4,0,0,3,0,0,0,3,0,2,3,3,0,0,0,35,3,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,3,1,0
2,12,19,0,1,17,2,3,0,0,0,4,3,0,0,0,0,0,0,1,5,2,85,1,0,0,1,0
0,0,4,0,0,5,1,5,0,0,0,8,0,7,0,0,7,0,0,0,3,0,80,0,0,7,0,0
0,1,1,1,0,4,0,2,0,1,0,1,0,0,0,1,0,0,0,0,2,0,58,0,1,0,0,1
0,0,0,0,1,1,1,2,0,0,1,0,0,0,1,0,0,2,1,0,0,0,26,1,0,0,1,0
0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,13,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
0,0,2,0,0,5,0,5,0,3,1,2,0,0,0,0,3,0,1,0,2,0,40,1,0,0,0,0
0,0,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,44,0,5,0,0,1
0,4,7,0,0,4,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,23,0,0,0,0,1
1,0,1,0,1,17,1,25,0,14,1,11,0,0,4,0,3,0,1,1,3,1,134,1,0,8,1,0
2,1,4,0,1,12,1,6,0,3,1,6,0,0,0,0,3,0,0,1,4,2,55,0,0,0,1,0
0,9,16,1,0,13,1,1,0,1,0,4,0,0,0,5,0,0,0,0,6,1,83,2,1,0,0,0
2,1,5,0,1,14,1,13,0,7,3,1,0,0,0,0,0,5,3,0,2,2,56,4,0,5,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,1,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,20,0,0,0,1,0
0,2,13,0,0,4,1,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,1
0,1,1,8,0,10,0,2,0,1,0,4,0,0,0,0,0,0,0,0,10,0,68,0,4,0,0,1
3,14,18,0,1,16,2,2,0,0,0,2,4,0,0,0,0,0,0,2,1,3,79,1,0,0,1,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,2,2,1,0,0,0,9,1,0,0,0,0
0,4,6,0,0,3,1,1,0,1,0,4,0,0,0,0,0,0,0,0,3,0,34,0,0,0,0,0
0,0,1,0,1,5,1,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,28,0,0,0,1,0
0,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0
2,0,1,0,0,16,0,5,0,1,3,0,0,0,0,0,0,5,2,3,4,2,62,2,0,0,0,0
0,0,0,0,0,8,0,3,0,0,1,0,0,0,0,0,0,2,1,1,2,0,34,1,0,0,0,0
0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0
0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0
0,2,3,1,0,7,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,43,0,0,0,0,1
1,0,1,0,1,2,1,12,0,6,1,0,0,3,0,0,0,0,0,1,2,1,39,0,0,1,1,0
0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,32,0,0,0,0,0
0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
0,6,16,0,1,6,1,3,0,0,0,7,0,0,0,0,0,1,0,0,7,0,136,1,0,0,1,0
1,0,2,0,1,2,1,1,0,0,0,3,0,1,0,0,1,0,0,0,2,1,31,0,0,0,1,0
0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,2,0,39,0,0,0,0,1
0,0,8,0,2,9,2,10,0,6,1,2,0,3,0,0,0,0,1,0,2,0,80,2,0,4,2,0
2,0,3,0,1,5,1,12,0,5,2,3,0,1,0,0,1,0,1,1,2,2,49,1,0,0,1,0
0,0,1,0,0,3,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0
0,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,1
0,1,2,2,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,1
0,2,2,0,0,0,0,2,0,0,1,2,0,3,0,0,0,0,0,0,1,0,29,0,0,0,0,0
0,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0
1,1,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,33,0,0,0,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,15,1,0,0,0,0
0,0,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,1
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
0,1,3,0,0,7,0,2,0,1,0,3,0,0,0,1,0,0,0,0,3,0,54,0,0,0,0,0
0,0,0,0,0,14,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,25,0,0,0,0,0
